chamberID,region,chamber,layer,etaPartition,matchedRecHit,propHit,AVG_CLS
GE11-P-18L1-L,1,18,1,1,17,23,1.94117647059
GE11-P-18L1-L,1,18,1,2,23,29,2.69565217391
GE11-P-18L1-L,1,18,1,3,11,13,1.90909090909
GE11-P-18L1-L,1,18,1,4,19,22,2.31578947368
GE11-P-18L1-L,1,18,1,5,5,5,2.8
GE11-P-18L1-L,1,18,1,6,3,4,4.33333333333
GE11-P-18L1-L,1,18,1,7,10,10,2.3
GE11-P-18L1-L,1,18,1,8,9,10,2.66666666667
GE11-P-18L2-L,1,18,2,1,0,26,0.0
GE11-P-18L2-L,1,18,2,2,1,26,1.0
GE11-P-18L2-L,1,18,2,3,3,11,1.66666666667
GE11-P-18L2-L,1,18,2,4,6,20,1.16666666667
GE11-P-18L2-L,1,18,2,5,5,10,1.4
GE11-P-18L2-L,1,18,2,6,1,3,2.0
GE11-P-18L2-L,1,18,2,7,4,9,1.5
GE11-P-18L2-L,1,18,2,8,3,11,1.33333333333
GE11-P-19L1-S,1,19,1,1,21,21,2.2380952381
GE11-P-19L1-S,1,19,1,2,18,25,2.33333333333
GE11-P-19L1-S,1,19,1,3,14,17,2.64285714286
GE11-P-19L1-S,1,19,1,4,12,13,4.25
GE11-P-19L1-S,1,19,1,5,7,7,2.71428571429
GE11-P-19L1-S,1,19,1,6,6,7,2.66666666667
GE11-P-19L1-S,1,19,1,7,2,2,2.5
GE11-P-19L1-S,1,19,1,8,4,4,1.75
GE11-P-19L2-S,1,19,2,1,17,22,2.23529411765
GE11-P-19L2-S,1,19,2,2,24,26,2.08695652174
GE11-P-19L2-S,1,19,2,3,11,16,1.27272727273
GE11-P-19L2-S,1,19,2,4,10,15,3.6
GE11-P-19L2-S,1,19,2,5,4,5,2.25
GE11-P-19L2-S,1,19,2,6,6,6,1.5
GE11-P-19L2-S,1,19,2,7,1,2,2.0
GE11-P-19L2-S,1,19,2,8,5,6,2.8
GE11-P-20L1-L,1,20,1,1,6,7,2.83333333333
GE11-P-20L1-L,1,20,1,2,9,12,2.77777777778
GE11-P-20L1-L,1,20,1,3,14,16,2.85714285714
GE11-P-20L1-L,1,20,1,4,13,13,2.46153846154
GE11-P-20L1-L,1,20,1,5,18,20,2.77777777778
GE11-P-20L1-L,1,20,1,6,6,8,2.5
GE11-P-20L1-L,1,20,1,7,6,6,3.0
GE11-P-20L1-L,1,20,1,8,1,1,7.0
GE11-P-20L2-L,1,20,2,1,22,23,2.40909090909
GE11-P-20L2-L,1,20,2,2,24,30,2.16666666667
GE11-P-20L2-L,1,20,2,3,14,18,3.0
GE11-P-20L2-L,1,20,2,4,21,24,2.95238095238
GE11-P-20L2-L,1,20,2,5,16,17,3.125
GE11-P-20L2-L,1,20,2,6,13,14,4.76923076923
GE11-P-20L2-L,1,20,2,7,3,4,3.0
GE11-P-20L2-L,1,20,2,8,7,7,3.28571428571
